ID,Name,Distinction,Sustainable,Bibendum,Country,City,Price,Type,Tel,IMG,Address,Description
74,沙卡,0,FALSE,TRUE,臺灣,台中,$$,臺灣菜,+886425665925,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/51ce70b940214b7b9bfec1696a417188,大雅區中山路大同巷9弄7號，Taichung，臺灣,餐廳屹立四十餘年，入口以紅標米酒瓶作裝飾，古色古香。招牌燒酒雞以全米酒、中藥材及土雞燉煮而成，不加一滴水，原汁原味。建議先品嚐肉質軟嫩的雞胸肉，然後再細味鮮甜的熱湯。肉品蘸上店家特製的辣椒醬油與胡椒粉，別有一番風味。熱炒菜色則推薦黃金軟絲，其火候掌握精準，適合配飯。賓客盈門，建議提前訂位。
76,阿文米粿,0,FALSE,TRUE,臺灣,台南,$,小吃,+886906884704,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/a6d964236b4b4df2a1a4e3585c7cfd71,中西區保安路74號，Tainan，臺灣,在小吃老店林立的保安街上，阿文米粿相對年輕，由老闆為了延續奶奶的烹飪手藝於2016年創立。老闆挑選兩年的舊在來米製作米漿，加入三種不同比例的地瓜粉，最後混以肉燥，先蒸再煎至金黃酥脆，軟嫩而富米香。提供五種吃法，推薦搭配筍絲肉醬汁的招牌米粿。嗜辣者不妨添加店家特製的辣椒醬。
77,老士官擀麵,0,FALSE,TRUE,臺灣,台中,$,麵食,+886426238730,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/0bbe428cef104389a26ca072e3997e5d,清水區鎮南街81之12號，Taichung，臺灣,老闆父親曾擔任士官長，並於眷村習得擀麵手藝。老闆自立門戶後，沿用該手法至今，並會在門前現場擀麵。由於售完即止，建議中午前到訪。其麵條帶嚼勁，搭配秘製麻醬與肉燥，滋味鹹香，建議加點半熟蛋，讓麵條裹上絲滑蛋液，味道更佳。店家更可客製麵條寬細度。另外，皮薄的抄手和老闆自創的酸辣豆腐也值得一試。
79,好農家米糕,0,FALSE,TRUE,臺灣,台南,$,小吃,+88662217181,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/104906aa8acb497abc0776563c65b0a8,南區健康路二段66號，Tainan，臺灣,自1946年創立以來，憑著用料實在、色香味俱全的米糕，成為深受在地人喜愛的小店。這裡的米糕採用傳統做法，長糯米經過浸泡與蒸煮，再放於藺草桶中以爐火保溫，維持米粒的彈性與濕潤度。配料同樣講究，肉燥以黑豬肉製成，魚鬆採用新鮮旗魚，鹹香夠味。另外，不妨試試干貝白菜滷，雖簡單卻鮮味十足。
81,小酌之家,0,FALSE,TRUE,臺灣,台北,$$,臺灣菜,+886225988067,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/41f331871e494977b7ac25ebda40685b,中山區吉林路420號，Taipei，臺灣,這開業於1995年的小店僅有五張桌子，現雖交棒至熟客經營，但大廚身擁四十年豐富經驗，並選用新鮮海釣的漁獲，其臺式佳餚滋味出色。作為必點菜色，鮑魚燉烏骨雞湯以中藥材慢火燉煮兩小時，味道醇美。烤豬腳選用臺灣黑毛豬的前豬腳，耗時兩天製作，滑嫩且帶有豐沛的膠質。小店晚上總是熱鬧非凡，宜提前訂位。
82,吃麵吧,0,FALSE,TRUE,臺灣,台南,$$,麵食,+88662231665,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/e5a7fd287e88405b950c257811219058,中西區保安路159之1號，Tainan，臺灣,主廚兼老闆擁有逾十年法餐經驗，因著家人愛吃麵，決定返鄉開設麵館。他以臺式麵攤概念，融合歐陸料理技法，大量採用西式醬汁與香料，並每周為菜單更換菜色。炙燒牛舌松露醬拌麵為常設選項，其醬汁以松露與芥末調配而成，滋味創新。建議點選每日製作的涼拌小菜佐餐，或來一份焦糖起司布丁為餐點作結。
85,米院子油飯,0,FALSE,TRUE,臺灣,高雄,$,小吃,+88672226699,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/517a87e93a534c0cbc961bef26fb8a8e,新興區南海街30號，Kaohsiung，臺灣,店主曾於中部市場販售油飯十餘年，於2021年開設這家小店。大理石地磚、古董車、蕨類植物妝點於院子各個角落，營造獨特且舒適的用餐環境。推薦其鴨肉油飯，以長糯米、純麻油、薑與去骨鴨肉拌炒而成，米粒帶彈性，入口毫不油膩，備有兩種份量選擇。芋頭排骨湯鹹香可口，搭配鹿野的蜜香紅茶，組成美滿的一餐。
86,阿香的廚房,0,FALSE,TRUE,臺灣,高雄,$$,臺灣菜,+88676817212,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/cf9cdb76ed39473d8321adca135c829d,美濃區中山路二段635號，Kaohsiung，臺灣,布農族主廚原本在山上經營餐廳，遭受八八風災後搬到現址，繼續提供原住民美食，並選用家鄉藤枝山的食材入菜。招牌菜小米粽軟糯可口，充滿肉香及櫻花蝦的鮮味，不容錯過。喜歡酸甜味道的，不妨試試梅汁雞和梅汁豆腐，前者用在地土雞及紫蘇烹煮，後者則外酥內嫩，帶梅果香的醬汁別具風味。
87,季風,0,FALSE,TRUE,臺灣,台北,$$,素食,+886921991423,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/4b2a92a77a2d4e69b4f642bc91f68271,士林區文林路126號3樓，Taipei，臺灣,餐廳以極簡的紅磚牆面、不修邊水泥、實木傢俱和在地藝術品布置，加上戶外的庭院造景，讓人在繁忙的臺北鬧市中放慢腳步。擁廿年西廚經驗，身為苗栗客家人的主廚以家鄉食材製作純素料理，重新闡述客家飲食文化，表達其對環境的關切。其中一道主菜以高麗菜包裹梅乾菜與馬鈴薯泥，再經煙燻火烤，滋味不凡。
95,越南你好,0,FALSE,TRUE,臺灣,台中,$,越南菜,+886422211595,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/a44f44141f494e7e9c5dd85c4fdb74a3,中區成功路92號，Taichung，臺灣,鄰近東協廣場，老闆娘嫁來臺灣前在河內經營米線店，擅長烹調多道北越美食。招牌米線拼盤有豬腳肉、血腸、炸豆腐等豐富配菜，佐以滋味濃厚的越式蝦醬，或清爽的魚露風味醬汁，美味可口 。炸春捲、烤豬肉串也值得點選，不妨請服務人員推薦菜色及介紹品嚐方法。用餐空間簡潔明亮，頗有越南風情，氣氛輕鬆。
96,橋邊鵝肉,0,FALSE,TRUE,臺灣,高雄,$$,臺灣菜,+88673731468,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/e7fa40c71d514572ad4d0e7e9f0b471e,仁武區仁雄路39之6號，Kaohsiung，臺灣,創立於1999年，小店的地理位置，再加上第二代經營者的旅法經歷，造就了法文店名的誕生。店東受法式鵝油料理啟發，將自家養殖的鵝隻煉成鵝油，並結合具臺灣風味的油蔥，用以製成各種佳餚。到訪此店，不要錯過滋味鹹香的燒鵝，以及別具特色的鵝油薯條。亦建議點上一碗鵝油香飯，搭配限量的紅麴滷鵝蛋。
97,阿國滷味,0,FALSE,TRUE,臺灣,台北,$,街頭小吃,+886289818517,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/ca76b25e39344800951c165aef2f8afe,松山區饒河街226號 (饒河街夜市)，Taipei，臺灣,位處夜市入口，售賣各式滷味，其中鴨翅和脆腸大受歡迎，亦推薦爽脆清甜的玉米筍。
99,無名推車燒餅,0,FALSE,TRUE,臺灣,台北,$,街頭小吃,None,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/f95d395e80e24f03afd63c23debc04f8,中正區中華路二段311巷74號攤 (南機場夜市)，Taipei，臺灣,沒有招牌的推車停駐夜市尾段，常常人龍不斷。販售四款古早味餅食，推薦甜酥餅與長燒餅。
103,好朋友涼麵,0,FALSE,TRUE,臺灣,台北,$,街頭小吃,None,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/8de7b259203046caa4707ebfb18936f4,士林區大南路31號 (士林夜市)，Taipei，臺灣,麻醬涼麵除了麻醬香，更滲出檸檬清香，與別不同；也可加上特製辣醬。別忘了配上一碗臺式味噌湯加蛋。
107,橋仔頭黃家肉燥飯 (橋頭),0,FALSE,TRUE,臺灣,高雄,$,小吃,+88676123253,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/1d10e4018ca4415595e9670f7abe353f,橋頭區橋南路106號，Kaohsiung，臺灣,坐落於歷史悠久的橋頭老街，餐廳創立超過一甲子，眾多食客專程慕名到訪，品嚐南臺灣式肉燥飯。滷肉以肩胛肉、三層肉手工切丁後滷製，肥瘦各半，軟嫩不膩口，搭配香菜與米飯享用，滋味樸實。此外，古早風味的肉羹、每日新鮮處理的綜合切料等也深受老饕歡迎，十分適合配飯。不定休，建議先致電詢問。
108,永通虱目魚粥,0,FALSE,TRUE,臺灣,台南,$,小吃,+88667839308,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/cdf22cd5300444e9a7f9f77c7ac4e7a4,學甲區民權路60號，Tainan，臺灣,學甲區為臺南五大虱目魚產區之一，來到這裡，自然不能錯過虱目魚料理。永通虱目魚粥經營逾半世紀，每日以新鮮魚骨、魚肉熬煮高湯，味道鮮美，是粥品的靈魂。除了虱目魚料理，同時提供魚酥飯、草魚、吳郭魚、小鯉魚等魚料菜餚，滷菜如滷虱目魚頭、豬腳筋、魚皮等同樣一應俱全，選擇豐富。
109,柏弘肉燥,0,FALSE,TRUE,臺灣,高雄,$,臺灣菜,+88673322516,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/c344ebffd9dd4da1bb63da23aa95e7a2,苓雅區青年一路167之2號，Kaohsiung，臺灣,創立於1969年，為在地知名的小吃店。店內早期只供應肉燥飯與𩼣魚湯，兩者分別以老闆故鄉—雲林縣的西螺米和港都漁獲製成，後期增添了快炒品項。肉燥飯呈現油潤漂亮的琥珀色澤，是到店必選的美食，簡單用餐者不妨同時點選魚湯小菜。如果想吃得更豐富，金沙中卷與炒螺肉皆值得一試。
110,筑馨居,0,FALSE,TRUE,臺灣,台南,$$,臺灣菜,+88662218890,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/d5aa14ea18ff49beae46d6c35c57eb3f,中西區信義街69號，Tainan，臺灣,餐廳位於1846年興建的清朝老宅內，斑駁的紅磚、具歷史意義的木門，均使人沉浸於古色古香的氛圍之中。以無菜單套餐呈現臺灣辦桌文化，按用餐人數提供七菜一湯的臺菜佳餚。食材講究在地與時令，如選用臺南米、七股虱目魚及在地養殖的無毒雞等。菜色鹹香鮮味。價格實惠，必須提前訂位。
112,開元路無名虱目魚,0,FALSE,TRUE,臺灣,台南,$,小吃,+88662373556,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/1dcc7b21a2b543c6b15e7e5d0c43d734,北區開元路313號，Tainan，臺灣,屹立在開元路近半個世紀，沒有招牌或店名，但老饕都能辨認出這大樹旁的騎樓小店。店家所用的虱目魚每天清晨新鮮處理，其魚皮湯特別受歡迎，特色是在熟魚皮上裹了一層魚漿，增添柔嫩口感。想吃得更豐富，可搭配魚丸或油脂豐富的虱目魚肚。清晨開始人潮便絡繹不絕，要品嚐魚腸，建議提早到訪避免撲空。
113,福泰飯桌第三代,0,FALSE,TRUE,臺灣,台南,$,小吃,+88662218608,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/9c99936164c84965ad3e1a6d5719c7a4,中西區民族路二段219號，Tainan，臺灣,福泰餐桌創立逾八十年，第二與第三代於2015年開設此店，並進駐餐室，讓客人在明亮環境中體驗傳統飯桌仔文化。菜色按照當天採買的食材而定，可留意寫上當日鮮魚及時令菜色的小黑板。每道菜都精緻小巧，尤其推薦金黃酥脆的虱目魚柳，及肥瘦比例恰當的肉燥飯。生意熱絡，晚上到訪宜六點前抵達。
114,無名羊肉湯,0,FALSE,TRUE,臺灣,台南,$,小吃,+886934130019,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/e3f3e94927c8495d99173b212ac799a2,中西區府前路二段144號，Tainan，臺灣,半世紀以來，以供應古早滋味羊肉湯而聞名於老饕之間，即使曾一度停業，憑著食客的支持再度捲土重來。店家堅持每天採買土產溫體羊肉，並以羊骨與羊肉熬煮招牌清湯湯頭。各羊肉部位可放湯或做成乾吃，後者只用少許麻油提香，同樣味美。清湯往往於十一點時售罄；想品嚐羊雜者，宜凌晨六點前到訪。
115,小公園擔仔麵,0,FALSE,TRUE,臺灣,台南,$,麵食,+88662265495,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/f2037ce5260b4b59886f3d302fcf7428,中西區西門路二段321號，Tainan，臺灣,麵店創立逾七十年，見證府城變遷，亦是很多在地人的集體回憶，由於開業時毗鄰小公園，因而得名。小店沿用傳統方式烹調擔仔麵，甫踏進店即見老闆坐於矮桌前專心煮麵。提供乾麵及湯麵，建議選擇後者，品嚐濃厚香醇的湯頭，搭配去殼火燒蝦、肉燥與口感出眾的油麵，滋味樸實。加配滷味或配菜，便是簡單美味的一餐。
120,落成米糕,0,FALSE,TRUE,臺灣,台南,$,小吃,+88662280874,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/657e5d8b92324d36a966d1d6c39ab634,中西區民族路二段241號，Tainan，臺灣,創辦人原販售炒鱔魚及魷魚，後兼售米糕並廣受歡迎，現僅供應米糕與四神湯。其糯米糕的米粒口感分明，十分有嚼勁，表面鋪著肉燥、小黃瓜片、魚鬆和花生，再加上濕潤的肉汁與黑胡椒香氣，結合起來滋味豐富又深厚。建議搭配四神湯享用。雖然是傳統老店，但室內裝潢明亮整潔，並備有冷氣，用餐環境甚為舒適。
122,下大道蘭米糕,0,FALSE,TRUE,臺灣,台南,$,小吃,+88662210076,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/69d2677d7cfa4751bde21481b80e53c2,中西區康樂街6號，Tainan，臺灣,創立於1961年，雖然裝潢老舊，但從牆上的報章報導與名人合影，皆可見其風采。招牌米糕選用尖頭舊米製作，肉燥醬汁則以蔥頭、大蒜、糖、醬油把豬脖子肉炒香，再用細火燉煮而成。店家會在兩者之上鋪放滷丸、爽脆的小黃瓜片與魚鬆，滋味豐富。除了經典的四神湯，亦供應肉筋湯、魚皮湯、油條湯等湯品。不定休。
124,榮榮園,0,FALSE,TRUE,臺灣,台北,$$,浙江菜,+886227038822,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/116c908786d74b8a8319ceabddd681d1,大安區信義路四段25號，Taipei，106，臺灣,成立於1965年的榮榮園已走過半世紀時光，雖現已無法再看到創辦人的身影，但跟隨他三十個年頭的首席徒弟確保餐廳繼續傳承浙江老滋味。經典菜色繁多，烤排骨為必嚐之選，豬子排和洋蔥以小火燒六小時，輕觸即骨肉分離，汁濃味香，搭配光餅更是一絕。鐵板牛尾也不容錯過。服務親切得讓你猶如置身家中般舒適。
127,大橋頭老牌筒仔米糕,0,FALSE,TRUE,臺灣,台北,$,小吃,+886225944685,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/84c9b59448a0437b9119f521a29f52f1,大同區延平北路三段41號，Taipei，臺灣,創立於1973年，現在由第三代接手，持續供應美味的筒仔米糕。老闆選用陳年一年的圓糯米，經過多重工序，煮至米芯軟而不爛。客人可以選配肥或瘦肉，並佐以自製的甜辣醬、辣蘿蔔醬品嚐。此外，不妨試試其鮮蚵湯，蚵仔隻隻飽滿嫩滑，鮮味非常。用餐環境潔淨寬敞，雖位處夜市區域，卻由清晨營業至傍晚。
128,高麗菜飯 原汁排骨湯,0,FALSE,TRUE,臺灣,台北,$,街頭小吃,營業時間,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/11f115ceb3fb4500bdab443c3294e1c5,大同區延平北路三段17巷2號 (延三夜市)，Taipei，臺灣,高麗菜飯配上清澈的蘿蔔排骨湯，簡單卻令人回味無窮。
132,都一處 (信義),0,FALSE,TRUE,臺灣,台北,$$,京菜,+886227206417,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/3a8980228be045289da2602a6ce061bc,信義區仁愛路四段506號，Taipei，110，臺灣,承襲自慈禧御廚的精湛廚藝，讓都一處走過超過一甲子歲月，每道菜都是道地北方佳餚。糟溜魚片選用深海石斑，為店家推薦；以溫體豬腿肉做成的炸丸子，外脆內嫩且充滿肉香，也值得一試。餅食均以小炭爐烤製，耗時費工卻反映店家的堅持，其中供十二人用的蔥油餅乾烙四十分鐘而成，每天限量三份，值得呼朋引伴共享。
133,沁園春 (中區),0,FALSE,TRUE,臺灣,台中,$$,江浙菜,+886422200735,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/139f17c2fd91406f80f5e4866e83465c,中區臺灣大道一段129號，Taichung，400，臺灣,開業逾七十載，至今已經傳至第四代，深受老顧客支持。內部採用傳統中式餐館設計，備有懷舊的沙發座椅、鏡子牆面和木製匾額。致力提供經典江浙菜和點心，小籠包、肴肉、醉雞、鱔糊等應有盡有，而且每道菜色均列明製作時間。小籠包現點現蒸，皮薄、肉餡飽滿且充滿湯汁，建議提早點菜，以免久候。
137,小初店,0,FALSE,TRUE,臺灣,台中,$,小吃,+886423100700,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/58341598260540afa777d67808d5c728,南屯區大業路243號，Taichung，臺灣,小餐館由一對夫妻經營，座位有限，人潮總是絡繹不絕。提供一系列經典臺灣小吃，賣相樸實，味道卻滿有驚喜。滷肉飯為其中一項招牌，肉臊偏肥卻賦予每口飯豐富的膠質，其鹹香滋味叫人著迷；不喜米飯者，不妨點選每日限量製作的厚厚厚極品牛肉麵。部分食物較早售罄，建議到訪前致電預留。
141,東香台菜海味料理,0,FALSE,TRUE,臺灣,台南,$$,臺灣菜,+88662573888,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/86cb3031311a4ee49a3ea1cec1e0bae4,安南區安中路六段217號，Tainan，臺灣,主廚擔任總舖師三十年，重視環境友善與在地取材，特別在菜單標示選用溯源食材的菜餚，令人吃得安心。提供經典辦桌臺菜及創新美食，菜色設三種分量，滿足各種需求。主廚更為在地特產虱目魚取名「思慕魚」，並供應各式料理，而具產銷履歷的草本白蝦亦值得一試。備有中英日語菜單，方便旅客及招待外賓。
144,泰元,0,FALSE,TRUE,臺灣,高雄,$,泰國菜,+88672210662,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/1cb16ff13fe44560a8e5a997a5ba6e76,苓雅區苓雅二路53號，Kaohsiung，臺灣,鮮明的藍色牆面、綠色門板、木桌圓椅，加上來自泰國的裝飾品，洋溢異國風情，讓人有置身泰國街頭的錯覺。雖然沒有冷氣，但風扇徐徐轉動，感覺輕鬆慵懶。炒河粉是必點菜色，鹹香微辛，滋味豐富。建議搭配泰式黑咖啡，或添加奶水與煉乳的泰咖啡。不定期公休，請留意餐廳在粉絲專頁上的公告。
145,舊市羊肉 (岡山),0,FALSE,TRUE,臺灣,高雄,$$,臺灣菜,+88676258151,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/fa856a2204484d298b7eb09e1d3fbadc,岡山區河華路111號，Kaohsiung，820，臺灣,岡山是知名羊肉產區，到此自然不能錯過羊肉料理。此店創立於1955 年，老闆早年經營現宰羊肉買賣，現時仍每天採買羊隻，並於現場切割。招牌菜為溫潤滋補的當歸羊肉爐；如果想品嚐羊肉的原味，建議以白切羊肉搭配特製豆瓣醬，風味十足。苦瓜羊肉等熱炒料理亦不容錯過。店家更提供三個份量供選擇，非常貼心。
148,阿城鵝肉 (中山),0,FALSE,TRUE,臺灣,台北,$$,臺灣菜,+886225415238,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/7a4d225f20eb4e62966db100d34a4cc3,中山區吉林路105號，Taipei，104，臺灣,提起鵝肉餐廳，阿城總是榜上有名。土城總店營業逾三十年，本分店在疫情後專注供應外帶服務，並在原址對面另闢樓高三層的新店，為客人提供相同菜單。餐廳選用重四至五斤的雲林鵝，有白斬及煙燻兩種口味，後者為招牌之選，並推薦口感較嫩的後半段鵝腿肉。此外，魯鵝胗、麻辣血和杏鮑菇香腸等也不能錯過。
149,彭家園,0,FALSE,TRUE,臺灣,台北,$$,粵菜,+886227045152,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/dca0cc059ed54a08b1465ce348c74ed3,大安區東豐街60號，Taipei，106，臺灣,規模不大的餐廳屬家族生意，紅地毯、水晶吊燈加上中式掛畫，是典型粵菜餐館格局，服務多年的店員令餐廳充溢親切感。來自香港的大廚兼店東扎根臺灣三十多年，致力為顧客帶來不賣弄花巧的傳統廣東味道。他對烹調的時間拿捏準確，尤其擅長清蒸海鮮菜色，此外，芋泥酥鴨、瓊山豆腐和螃蟹粉絲煲也是推薦之選。
150,鼎泰豐 (信義路),0,FALSE,TRUE,臺灣,台北,$$,滬菜,+886223952395,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/3b01b534b0f14647872c8075b16de358,大安區信義路二段277號，Taipei，110，臺灣,這所鼎泰豐旗艦店樓高四層，備有無障礙設施，為客人提供寬敞舒適的用餐環境。小籠包固然是招牌品項，但用臺灣在地食材製作的菜色也值得一試。例如以涼菜方式呈現的糖醋排骨，採豬腹脇肉、番茄乾烹煮，以特製糖醋醬翻炒至收汁，色澤紅潤晶透，相當獨特。另外可以嚐嚐甘甜潤喉的苦瓜排骨湯，以及老少咸宜的芋泥大包。
151,雞家莊 (長春路),0,FALSE,TRUE,臺灣,台北,$$,臺灣菜,+886225815954,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/9cc55305e52f410cb94b7030e1c76017,中山區長春路55號，Taipei，104，臺灣,雞家莊以雞肉料理聞名，原為雞販的老闆選用五至六個月大、未生過蛋的雞隻入菜，取其皮細肉嫩。其中，三杯雞散發濃郁香氣，雞塊掛滿了惹味醬汁，搭配軟嫩的豬血糕更是可口。多人用餐者，不妨點選酥脆的雞卷，以及鮮甜味美的雞湯，最後以雞蛋布丁作結。服務團隊親切友善，餐廳深受附近上班族喜愛。
152,老山東牛肉家常麵店,0,FALSE,TRUE,臺灣,台北,$,麵食,+886223891216,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/c43539349bce46bfac673d42c884c2be,萬華區西寧南路70號B1之15室 (萬年商業大樓)，Taipei，108，臺灣,於1949年開業，以其手工刀切麵條和牛肉湯俘擄了不少食客的心。牛肉麵湯頭以臺灣牛骨及十種特調的中藥材熬製；現切麵條口感彈牙，吸附滿滿紅燒湯汁，佐以本地與澳洲滷牛肉，滋味十足。每款小菜均當天現做，其中山東泡菜脆口清爽；豬頭肉晶凍以細火慢燉六小時而成，晶瑩剔透，均是熱門之選。
153,鍾家原上海生煎包,0,FALSE,TRUE,臺灣,台北,$,街頭小吃,+886288612713,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/49380a39d12b42b5a12a7df9f6eff45c,士林區小東街38號 (士林夜市)，Taipei，臺灣,夜市內的老字號，每個生煎包都煎得底部酥脆，外皮鬆軟。有高麗菜和鮮肉口味。
157,牛稼莊,0,FALSE,TRUE,臺灣,台中,$$,客家菜,+886425873488,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/2174bea5873240978b708470c54654fb,東勢區新豐街19號，Taichung，臺灣,創立於1960年，營業一甲子後，店家決定將原址進行大型翻新，遂暫時遷往附近的全新店面。店內以牛隻造型圖騰裝飾，繼續供應全牛料理，選用臺中在地黃牛，溫體新鮮送達。蔥爆骨髓與清爽彈牙的涼拌肚王都是其招牌，此外，不妨試試爽脆的苦瓜鹹蛋。由於客家菜偏於鹹、香、油，如果想清淡一點，可提前告知。
159,可口牛肉麵,0,FALSE,TRUE,臺灣,台中,$,麵食,+886423299789,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/e1d96dfdd03b43409baa3cb52f16e1fc,西屯區大墩路911號，Taichung，臺灣,由夫妻檔經營，裝潢潔淨明亮，讓客人在舒適的環境下享用麵食。特別推薦紅燒半筋半肉牛肉麵，湯頭以三十餘種中藥材熬煮數小時至濃郁香醇，搭配彈牙的細拉麵，以及軟嫩帶彈性的牛筋和澳洲腱子肉，滋味可口。也可以嚐嚐這裡的滷菜，尤其是帶中藥香氣的滷牛肚。海帶看似簡單，卻充滿鹹甜滋味，甚為特別。
161,羅家古早味,0,FALSE,TRUE,臺灣,台中,$,臺灣菜,+886423861557,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/70bde4eac227477880c608c8074cde84,南屯區向上路三段65號，Taichung，臺灣,店家一改過往奪目的黃色招牌，以咖啡色的低調門面迎接客人。其麻油土雞腿湯依舊出色，湯頭使用雞骨和特級胡麻油熬煮一天，溫潤滋味，帶淡淡酒香。不喜酒味者可於點餐時提出。建議搭配手工麵線或滷肉飯享用。同時提供多種麻油熱炒小菜，其中麻油腰子烹調時間及調味均掌握得宜，甚為推薦。
166,台中肉員,0,FALSE,TRUE,臺灣,台中,$,小吃,+886422207138,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/0c52179038974f3298f53338b80c1465,南區復興路三段529號，Taichung，402，臺灣,提起臺中人心目中的銅板美食，台中肉員必定榜上有名。創立於1933年，在悠長歲月裡，為許多在地人提供世代傳承的滋味。店內僅售三種食品，分別是肉圓、魚丸湯與冬粉湯。油泡肉員皮薄軟嫩，加了胡椒的豬肉餡料，搭配甜醬與醬油膏，讓人齒頰留香。魚丸湯湯頭清香，魚丸入口爽脆，口味簡樸但非常實在。
167,好菜,0,FALSE,TRUE,臺灣,台中,$$,亞洲菜,+886423052933,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/80c60c937f404d3a801db2760375c2b1,西區模範街24巷1號，Taichung，臺灣,坐落民宅巷弄內，裝潢簡約，木桌椅襯托日式器皿與開放式廚房，讓人有回家用餐的溫馨感覺。以臺灣菜為主，亦有融合南洋咖喱、味噌等南洋和日式風味的菜色。食材來自經產銷履歷驗證的小農，米飯則採用臺中194號米。推薦仲夏梅子雞、老皮嫩牛肉等熱門美食。菜色調味清爽、份量小巧，不妨考慮升級為套餐。
170,Apis Grill,0,FALSE,TRUE,臺灣,高雄,$$,燒烤,+886975079591,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/717cbabf70824a4dbf65acf2ff20e6e9,三民區褒揚東街80號，Kaohsiung，臺灣,坐落於巷弄之間，推開大門，映入眼簾的是奪目的窯爐和大型炭火燒烤爐。主廚擁有二十多年烹調歐陸菜經驗，擅於以醬料為食材添新意。從蔬食、海鮮乃至肉品，均以炭火烹調，菜單每兩至三周便會更新。不要錯過大受歡迎的紐西蘭鹿肉和別具風味的鮑魚。菜色份量精巧，適合好友相聚或單人前往。
171,誠實鍋燒意麵,0,FALSE,TRUE,臺灣,台南,$,麵食,+886968617018,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/d30e4f78e0a34ce28c0c59f939b88498,中西區西門路一段702巷12號，Tainan，臺灣,小店原以路邊攤車方式經營，2020年才搬進民宅附近的巷弄之中。專營鍋燒意麵，店家以昆布熬煮湯底，顏色清澈，口味清爽。推薦用料十足的蛤蠣鍋燒，手工細意麵吸收了湯頭精髓，味道鮮甜，且帶嚼勁。客人更可選擇麵條軟硬度。由於客人眾多，須耐心等候座位，到訪前宜到社群媒體查看公休資訊。
172,黃家蝦捲,0,FALSE,TRUE,臺灣,台南,$,小吃,+88663506209,https://axwwgrkdco.cloudimg.io/v7/__gmpics__/cc214fead78e4b97a797882b10bea799,中西區西和路268號，Tainan，臺灣,蝦捲是到訪臺南不能錯過的小吃。此店創立超過一甲子，曾四度搬遷，但依然顧客盈門。店家使用以特殊比例調配的太白粉漿，現點現炸，外皮輕薄酥脆；內餡包含火燒蝦和高麗菜，造成外酥內嫩的效果，配上解膩的薄蘿蔔片，恰到好處。用餐空間寬敞舒適。外帶者，店家會以粽葉包裹蝦捲，既傳統又環保。
